Date,Team,Acquired,Relinquished,Notes
2011-01-14,Cavaliers,,• Anthony Parker,placed on IL with strained lower back
2011-01-14,Cavaliers,• Daniel Gibson,,activated from IL
2011-01-14,Celtics,• Kevin Garnett,,activated from IL
2011-01-14,Hornets,,• Marco Belinelli,placed on IL with sprained right ankle
2011-01-14,Hornets,• David Andersen,,activated from IL
2011-01-14,Kings,,• Luther Head,placed on IL
2011-01-14,Pacers,,• A.J. Price,placed on IL
2011-01-14,Pacers,,• Solomon Jones,placed on IL
2011-01-14,Pacers,• Josh McRoberts,,activated from IL
2011-01-14,Pacers,• Lance Stephenson,,activated from IL
2011-01-14,Raptors,,• Sonny Weems,placed on IL with sore back
2011-01-14,Rockets,,• Brad Miller,placed on IL with sore right knee
2011-01-14,Rockets,,• Ishmael Smith / Ish Smith,placed on IL
2011-01-14,Rockets,• Chuck Hayes,,activated from IL
2011-01-14,Suns,,• Garret Siler,placed on IL
2011-01-14,Suns,• Grant Hill,,activated from IL
2011-01-14,Cavaliers,• Joey Graham,,activated from iL
2011-01-14,Celtics,,• Avery Bradley,placed on IL
2011-01-14,Raptors,• Solomon Alabi,,activated from IL
2011-01-15,Bobcats,,• Derrick Brown,placed on IL
2011-01-15,Heat,,• LeBron James,placed on IL with sprained left ankle
2011-01-15,Heat,• Jamaal Magloire,,activated from IL
2011-01-15,Mavericks,,• Tyson Chandler,placed on IL with flu
2011-01-15,Mavericks,• Dirk Nowitzki,,activated from IL
2011-01-15,Nuggets,,• Kenyon Martin Sr.,placed on IL with sore knee
2011-01-15,Nuggets,• Renaldo Balkman,,activated from IL
2011-01-16,Nuggets,,• Renaldo Balkman,placed on IL
2011-01-16,Nuggets,• Kenyon Martin Sr.,,activated from IL
2011-01-17,76ers,,• Andres Nocioni,placed on IL with dislocated right middle finger
2011-01-17,Hawks,,• Jordan Crawford,placed on IL
2011-01-17,Hawks,• Etan Thomas,,activated from IL
2011-01-17,Hornets,,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
2011-01-17,Hornets,• Marco Belinelli,,activated from IL
2011-01-17,Jazz,,• Gordon Hayward,placed on IL with sinus infection
2011-01-17,Jazz,• Jeremy Evans,,activated from IL
2011-01-17,Kings,,• Francisco Garcia,placed on IL with sore left calf
2011-01-17,Kings,• Luther Head,,activated from IL
2011-01-17,Knicks,• Danilo Gallinari,,activated from IL
2011-01-17,Pacers,,• Lance Stephenson,placed on IL
2011-01-17,Pacers,• Solomon Jones,,activated from IL
2011-01-17,Timberwolves,,• Lazar Hayward,placed on IL
2011-01-17,Timberwolves,• Michael Beasley,,activated from IL
2011-01-18,Bobcats,,• Eduardo Najera,placed on IL
2011-01-18,Bobcats,• Sherron Collins,,activated from IL
2011-01-18,Hawks,,• Etan Thomas,placed on IL
2011-01-18,Hawks,• Jordan Crawford,,activated from IL
2011-01-18,Heat,,• Chris Bosh,placed on IL with sprained left ankle
2011-01-18,Heat,• LeBron James,,activated from IL
2011-01-19,Jazz,,• Jeremy Evans,placed on IL
2011-01-19,Jazz,• Gordon Hayward,,activated from IL
2011-01-19,Knicks,,• Andy Rautins,placed on IL
2011-01-19,Knicks,• Ronny Turiaf,,activated from IL
2011-01-19,Mavericks,• Tyson Chandler,,activated from IL
2011-01-19,Pacers,,• Roy Hibbert,placed on IL with upper respiratory infection
2011-01-19,Pacers,• A.J. Price,,activated from IL
2011-01-19,Spurs,,• Matt Bonner,placed on IL with sore right knee
2011-01-19,Spurs,• James Anderson,,activated from IL
2011-01-19,Timberwolves,,• Nikola Pekovic,placed on IL
2011-01-19,Timberwolves,• Lazar Hayward,,activated from IL
2011-01-20,Bobcats,,• Sherron Collins,placed on IL
2011-01-20,Bobcats,• Derrick Brown,,activated from IL
2011-01-20,Bobcats,• Eduardo Najera,,activated from IL
2011-01-21,Bucks,,• Brandon Jennings,placed on IL recovering from surgery on left foot
2011-01-21,Bucks,• Carlos Delfino,,activated from IL
2011-01-21,Cavaliers,,• Maurice Williams / Mo Williams,placed on IL with hip flexor injury
2011-01-21,Cavaliers,• Anthony Parker,,activated from IL
2011-01-21,Hawks,,• Al Horford,placed on IL with sore right ankle
2011-01-21,Hawks,• Etan Thomas,,activated from IL
2011-01-21,Hornets,,• Aaron Gray,placed on IL with sprained ankle
2011-01-21,Hornets,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2011-01-21,Suns,• Garret Siler,,activated from IL
2011-01-21,Warriors,,• Louis Amundson / Lou Amundson,placed on IL with sprained left ankle
2011-01-21,Warriors,• Charlie Bell,,activated from IL
2011-01-22,Clippers,,• Willie Warren,placed on IL
2011-01-22,Clippers,• Brian Cook,,activated from IL
2011-01-22,Jazz,• Jeremy Evans,,activated from IL
2011-01-22,Pacers,,• Josh McRoberts,placed on IL
2011-01-22,Pacers,• Roy Hibbert,,activated from IL
2011-01-22,Pistons,,• Charlie Villanueva,placed on IL with sprained left ankle
2011-01-22,Pistons,• Ben Wallace,,activated from IL
2011-01-22,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2011-01-22,Thunder,• Daequan Cook,,activated from IL
2011-01-22,Warriors,,• Acie Law,placed on IL with sore left knee
2011-01-22,Wizards,,• Kirk Hinrich,placed on IL with sprained elbow
2011-01-24,76ers,,• Darius Songaila,placed on IL
2011-01-24,76ers,• Andres Nocioni,,activated from IL
2011-01-24,Blazers,,• Marcus Camby,placed on IL recovering from arthroscopic surgery on left knee to repair torn meniscus
2011-01-24,Raptors,,• Leandro Barbosa,placed on IL with strained right hamstring
2011-01-24,Raptors,• Sonny Weems,,activated from IL
2011-01-24,Rockets,,• Jared Jeffries,placed on IL with hyperextended right knee
2011-01-24,Timberwolves,,• Kosta Koufos,placed on IL
2011-01-24,Timberwolves,• Nikola Pekovic,,activated from IL
2011-01-24,Warriors,,• Charlie Bell,placed on IL
2011-01-24,Warriors,• Acie Law,,activated from IL
2011-01-24,Rockets,• Ishmael Smith / Ish Smith,,activated from IL
2011-01-24,Raptors,,• Alexis Ajinca / Alex Ajinca,placed on IL
2011-01-25,Celtics,,• Jermaine O'Neal,placed on IL with sore left knee
2011-01-25,Celtics,• Kendrick Perkins,,activated from IL
2011-01-25,Jazz,• Francisco Elson,,activated from IL
2011-01-25,Mavericks,,• Predrag Stojakovic / Peja Stojakovic,placed on IL with sore knee
2011-01-26,Bobcats,,• Derrick Brown,placed on IL
2011-01-26,Bobcats,• Sherron Collins,,activated from IL
2011-01-26,Bucks,,• Drew Gooden,placed on IL with plantar fasciitis in left foot
2011-01-26,Clippers,• Willie Warren,,activated from IL
2011-01-26,Grizzlies,,• DeMarre Carroll,placed on IL
2011-01-26,Grizzlies,• Xavier Henry,,activated from IL
2011-01-26,Hawks,,• Josh Powell,placed on IL
2011-01-26,Hawks,• Al Horford,,activated from IL
2011-01-26,Hawks,• Marvin Williams,,activated from IL
2011-01-26,Nuggets,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with strained right calf
2011-01-26,Nuggets,• Renaldo Balkman,,activated from IL
2011-01-26,Pistons,,• Richard Hamilton,placed on IL with flu
2011-01-26,Pistons,• Charlie Villanueva,,activated from IL
2011-01-26,Raptors,,• Linas Kleiza,placed on IL with sore right knee
2011-01-26,Raptors,• Alexis Ajinca / Alex Ajinca,,activated from IL
2011-01-26,Timberwolves,,• Lazar Hayward,placed on IL
2011-01-26,Timberwolves,• Sebastian Telfair,,activated from IL
2011-01-28,Bobcats,,• Sherron Collins,placed on IL
2011-01-28,Bobcats,• Derrick Brown,,activated from IL
2011-01-28,Grizzlies,,• Hamed Haddadi,placed on IL
2011-01-28,Grizzlies,• DeMarre Carroll,,activated from IL
2011-01-28,Knicks,• Andy Rautins,,activated from IL
2011-01-28,Nuggets,,• Renaldo Balkman,placed on IL
2011-01-28,Nuggets,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2011-01-28,Pacers,,• Brandon Rush,placed on IL with sprained right ankle
2011-01-28,Pacers,,• Tyler Hansbrough,placed on IL with pneumonia
2011-01-28,Pacers,• Dahntay Jones,,activated from IL
2011-01-28,Pacers,• Josh McRoberts,,activated from IL
2011-01-28,Thunder,,• Thabo Sefolosha,placed on IL with sore/sprained knee
2011-01-28,Wizards,,• JaVale McGee,placed on IL with flu
2011-01-28,Wizards,• Kirk Hinrich,,activated from IL
2011-01-29,Bucks,• Brandon Jennings,,activated from IL
2011-01-30,Heat,,• Jamaal Magloire,placed on IL
2011-01-30,Heat,• Chris Bosh,,activated from IL
2011-01-30,Jazz,,• Mehmet Okur,placed on IL with strained back / chronic disc problem in back (out for season)
2011-01-30,Jazz,• Kyrylo Fesenko,,activated from IL
2011-01-30,Nuggets,,• Al Harrington,placed on IL with left foot injury
2011-01-30,Nuggets,,• Kenyon Martin Sr.,placed on IL with sore left knee
2011-01-30,Nuggets,• Chris Andersen,,activated from IL
2011-01-30,Nuggets,• Renaldo Balkman,,activated from IL
2011-01-30,Suns,,• Goran Dragic,placed on IL with stitches in left foot
2011-01-30,Suns,• Garret Siler,,activated from IL (P)
2011-01-31,Bobcats,,• Derrick Brown,placed on IL
2011-01-31,Bobcats,• Sherron Collins,,activated from IL
2011-01-31,Grizzlies,,• DeMarre Carroll,placed on IL
2011-01-31,Grizzlies,• Hamed Haddadi,,activated from IL
2011-01-31,Nuggets,,• Chris Andersen,placed on IL with sore right knee
2011-01-31,Nuggets,• Kenyon Martin Sr.,,activated from IL
2011-01-31,Pacers,,• Solomon Jones,placed on IL
2011-01-31,Pacers,• Tyler Hansbrough,,activated from IL
2011-01-31,Wizards,,• Mustafa Shakur,placed on IL
2011-01-31,Wizards,• JaVale McGee,,activated from IL
2011-02-01,Hornets,• Aaron Gray,,activated from IL
2011-02-01,Rockets,• Jared Jeffries,,activated from IL
2011-02-01,Rockets,,• Ishmael Smith / Ish Smith,placed on IL
2011-02-02,Bobcats,,• Dominic McGuire,placed on IL
2011-02-02,Bobcats,• Derrick Brown,,activated from IL
2011-02-02,Bucks,,• Andrew Bogut,placed on IL with bruised right knee
2011-02-02,Bucks,• John Salmons,,activated from IL
2011-02-02,Hawks,,• Etan Thomas,placed on IL
2011-02-02,Hawks,• Josh Powell,,activated from IL
2011-02-02,Nets,,• Jordan Farmar,placed on IL with strained lower back
2011-02-02,Nuggets,,• Melvin Ely,placed on IL
2011-02-02,Nuggets,,• Renaldo Balkman,placed on IL
2011-02-02,Nuggets,• Al Harrington,,activated from IL
2011-02-02,Nuggets,• Chris Andersen,,activated from IL
2011-02-02,Pistons,,• Rodney Stuckey,placed on IL with bruised right shoulder
2011-02-02,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2011-02-02,Timberwolves,• Kosta Koufos,,activated from IL
2011-02-02,Thunder,• Cole Aldrich,,activated from IL
2011-02-03,Heat,• Jamaal Magloire,,activated from IL
2011-02-03,Warriors,,• Acie Law,placed on IL with sprained right wrist
2011-02-03,Warriors,• Charlie Bell,,activated from IL
2011-02-04,Bobcats,,• Eduardo Najera,placed on IL with illness
2011-02-04,Bobcats,• Dominic McGuire,,activated from IL
2011-02-04,Knicks,• Wilson Chandler,,activated from IL
2011-02-04,Magic,• Malik Allen,,activated from IL
2011-02-04,Thunder,,• Cole Aldrich,placed on IL
2011-02-04,Thunder,• Thabo Sefolosha,,activated from IL
2011-02-04,Timberwolves,• Lazar Hayward,,activated from IL
2011-02-05,Bobcats,,• Dominic McGuire,placed on IL
2011-02-05,Bobcats,• Eduardo Najera,,activated from IL
2011-02-05,Bucks,,• Jon Brockman,placed on IL
2011-02-05,Bucks,• Andrew Bogut,,activated from IL
2011-02-05,Grizzlies,• DeMarre Carroll,,activated from IL
2011-02-05,Hawks,,• Al Horford,placed on IL with bruised back
2011-02-05,Hawks,• Jordan Crawford,,activated from IL
2011-02-05,Hornets,,• Jason Smith,placed on IL with illness
2011-02-05,Nuggets,,• Ty Lawson,placed on IL with sprained/strained left knee
2011-02-05,Nuggets,• Renaldo Balkman,,activated from IL
2011-02-05,Rockets,• Brad Miller,,activated from IL
2011-02-05,Timberwolves,,• Martell Webster,placed on IL with back spasms
2011-02-05,Warriors,,• Louis Amundson / Lou Amundson,placed on IL with back spasms
2011-02-05,Warriors,• Jeremy Lin,,activated from IL
2011-02-06,76ers,,• Jason Kapono,placed on IL
2011-02-06,76ers,• Darius Songaila,,activated from IL
2011-02-06,Heat,,• Jamaal Magloire,placed on IL
2011-02-06,Knicks,,• Ronny Turiaf,placed on IL with sprained right ankle
2011-02-07,Bobcats,,• Matt Carroll,placed on IL
2011-02-07,Bobcats,• Dominic McGuire,,activated from IL
2011-02-07,Celtics,,• Marquis Daniels,placed on IL with bruised spinal cord
2011-02-07,Hornets,,• Trevor Ariza,placed on IL with sprained right ankle
2011-02-07,Hornets,• Jason Smith,,activated from IL
2011-02-07,Mavericks,• Predrag Stojakovic / Peja Stojakovic,,activated from IL
2011-02-07,Nuggets,,• Nene / Nene Hilario / Maybyner Hilario,placed on IL with illness
2011-02-07,Nuggets,,• Renaldo Balkman,placed on IL
2011-02-07,Nuggets,• Melvin Ely,,activated from IL
2011-02-07,Nuggets,• Ty Lawson,,activated from IL
2011-02-07,Celtics,• Avery Bradley,,activated from IL
2011-02-07,Rockets,• Ishmael Smith / Ish Smith,,activated from IL
2011-02-08,Bucks,,• Larry Sanders (b. 1988-11-21),placed on IL with back spasms
2011-02-08,Bucks,• Jon Brockman,,activated from IL
2011-02-08,Grizzlies,,• Rudy Gay,placed on IL with sprained right big toe
2011-02-08,Pacers,• Brandon Rush,,activated from IL
2011-02-08,Pistons,,• DaJuan Summers,placed on IL
2011-02-08,Pistons,• Rodney Stuckey,,activated from IL
2011-02-08,Raptors,,• Jerryd Bayless,placed on IL with sprained right knee
2011-02-08,Raptors,• Leandro Barbosa,,activated from IL
2011-02-08,Rockets,,• Terrence Williams,placed on IL
2011-02-08,Spurs,,• James Anderson,placed on IL
2011-02-08,Spurs,• Matt Bonner,,activated from IL
2011-02-09,Nets,,• Orien Greene,placed on IL
2011-02-09,Nets,• Jordan Farmar,,activated from IL
2011-02-09,Nuggets,,• Chauncey Billups,placed on IL with strained left knee
2011-02-09,Nuggets,• Nene / Nene Hilario / Maybyner Hilario,,activated from IL
2011-02-09,Nuggets,• Renaldo Balkman,,activated from IL
2011-02-09,Pacers,,• Solomon Jones,placed on IL (P)
2011-02-09,Pacers,• T.J. Ford,,activated from IL
2011-02-09,Raptors,,• Solomon Alabi,placed on IL
2011-02-09,Raptors,• Jerryd Bayless,,activated from IL
2011-02-10,Nuggets,,• Melvin Ely,placed on IL
2011-02-10,Nuggets,,• Renaldo Balkman,placed on IL
2011-02-10,Nuggets,• Chauncey Billups,,activated from IL
2011-02-11,76ers,,• Tony Battie,placed on IL with sprained wrist
2011-02-11,76ers,• Jason Kapono,,activated from IL
2011-02-11,Bobcats,,• Sherron Collins,placed on IL
2011-02-11,Cavaliers,,• Alonzo Gee,placed on IL
2011-02-11,Cavaliers,• Maurice Williams / Mo Williams,,activated from IL
2011-02-11,Grizzlies,,• Zach Randolph,placed on IL with sprained right ankle
2011-02-11,Grizzlies,• Rudy Gay,,activated from IL
2011-02-11,Hornets,,• Quincy Pondexter,placed on IL
2011-02-11,Hornets,• Trevor Ariza,,activated from IL
2011-02-11,Raptors,,• Amir Johnson,placed on IL with sprained right ankle
2011-02-11,Raptors,• Solomon Alabi,,activated from IL
2011-02-12,Bobcats,,• Derrick Brown,placed on IL
2011-02-12,Bobcats,• Sherron Collins,,activated from IL
2011-02-12,Hawks,,• Jordan Crawford,placed on IL
2011-02-12,Hawks,• Al Horford,,activated from IL
2011-02-12,Knicks,,• Amare Stoudemire / Amar'e Stoudemire,placed on IL with sprained right big toe
2011-02-12,Knicks,• Ronny Turiaf,,activated from IL
2011-02-12,Pacers,,• T.J. Ford,placed on IL
2011-02-12,Pacers,• Brandon Rush,,activated from IL (P)
2011-02-12,Rockets,,• Jared Jeffries,placed on IL
2011-02-12,Rockets,• Jordan Hill,,activated from IL
2011-02-12,Timberwolves,,• Michael Beasley,placed on IL with sprained left ankle
2011-02-12,Wizards,,• Al Thornton,placed on IL with dislocated right middle finger
2011-02-12,Wizards,,• Rashard Lewis,placed on IL with sore right knee / right knee tendinitis
2011-02-12,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2011-02-13,Cavaliers,,• Joey Graham,placed on IL
2011-02-13,Grizzlies,,• Hamed Haddadi,placed on IL
2011-02-13,Grizzlies,• Zach Randolph,,activated from IL
2011-02-13,Pistons,,• Richard Hamilton,placed on IL with strained groin
2011-02-13,Pistons,• DaJuan Summers,,activated from IL
2011-02-13,Raptors,,• Solomon Alabi,placed on IL
2011-02-13,Raptors,• Amir Johnson,,activated from IL
2011-02-13,Wizards,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2011-02-13,Wizards,• Josh Howard,,activated from IL
2011-02-14,Bobcats,• Derrick Brown,,activated from IL
2011-02-14,Bucks,,• Corey Maggette,placed on IL witih back injury
2011-02-14,Bucks,• Chris Douglas-Roberts,,activated from IL
2011-02-14,Timberwolves,,• Lazar Hayward,placed on IL
2011-02-14,Timberwolves,• Martell Webster,,activated from IL
2011-02-15,Bobcats,,• Matt Carroll,placed on IL
2011-02-15,Bobcats,• Dominic McGuire,,activated from IL
2011-02-15,Bulls,• James Johnson,,activated from IL
2011-02-15,Grizzlies,,• DeMarre Carroll,placed on IL
2011-02-15,Grizzlies,• O.J. Mayo,,activated from IL
2011-02-15,Hornets,• Quincy Pondexter,,activated from IL
2011-02-15,Suns,,• Garret Siler,placed on IL
2011-02-15,Suns,• Goran Dragic,,activated from IL
2011-02-16,Bucks,• Corey Maggette,,activated from IL
2011-02-16,Cavaliers,,• Manny Harris,placed on IL
2011-02-16,Cavaliers,• Alonzo Gee,,activated from IL
2011-02-16,Cavaliers,• Joey Graham,,activated from IL
2011-02-16,Clippers,,• Willie Warren,placed on IL
2011-02-16,Clippers,• Chris Kaman,,activated from IL
2011-02-16,Heat,,• Mike Miller,placed on IL with right eye (P) / head (CBC) injury
2011-02-16,Heat,• Jamaal Magloire,,activated from IL
2011-02-16,Knicks,,• Andy Rautins,placed on IL
2011-02-16,Knicks,• Amare Stoudemire / Amar'e Stoudemire,,activated from IL
2011-02-16,Mavericks,,• Dominique Jones,placed on IL with stress fracture in right foot (out for season)
2011-02-16,Pacers,,• Jeff Foster,placed on IL with sprained ankle
2011-02-16,Pacers,• Solomon Jones,,activated from IL
2011-02-16,Rockets,,• Courtney Lee,placed on IL with pneumonia
2011-02-16,Rockets,• Terrence Williams,,activated from IL
2011-02-16,Timberwolves,,• Jonny Flynn,placed on IL with hip injury
2011-02-16,Timberwolves,• Lazar Hayward,,activated from IL
2011-02-16,Wizards,,• Nick Young,placed on IL with sore left knee
2011-02-16,Wizards,• Al Thornton,,activated from IL
2011-02-21,Bobcats,,• Sherron Collins,placed on IL
2011-02-21,Bobcats,• Matt Carroll,,activated from IL
2011-02-21,Celtics,,• Shaquille O'Neal,placed on IL with sore right leg
2011-02-21,Celtics,• Delonte West,,activated from IL
2011-02-21,Clippers,,• Eric Gordon,placed on IL with sprained right wrist
2011-02-21,Clippers,• Willie Warren,,activated from IL
2011-02-21,Grizzlies,,• Rudy Gay,placed on IL with partially dislocated left shoulder (out for season)
2011-02-21,Grizzlies,• DeMarre Carroll,,activated from IL
2011-02-21,Kings,,• Tyreke Evans,placed on IL with plantar fasciitis in left foot
2011-02-21,Pacers,,• Solomon Jones,placed on IL
2011-02-21,Pacers,• Jeff Foster,,activated from IL
2011-02-21,Raptors,• Solomon Alabi,,activated from IL
2011-02-21,Rockets,,• Terrence Williams,placed on IL
2011-02-21,Rockets,• Courtney Lee,,activated from IL
2011-02-21,Thunder,,• D.J. White,placed on IL
2011-02-21,Thunder,• Cole Aldrich,,activated from IL
2011-02-21,Warriors,,• Jeremy Lin,placed on IL
2011-02-21,Warriors,• Acie Law,,activated from IL
2011-02-21,Wizards,,• Kirk Hinrich,placed on IL with right calf injury
2011-02-21,Wizards,• Nick Young,,activated from IL
2011-02-21,Wizards,• Rashard Lewis,,activated from IL
2011-02-21,Kings,• Francisco Garcia,,activated from IL
2011-02-23,76ers,,• Jason Kapono,placed on IL
2011-02-23,76ers,• Tony Battie,,activated from IL
2011-02-23,Blazers,• Brandon Roy,,activated from IL
2011-02-23,Bulls,• Joakim Noah,,activated from IL
2011-02-23,Cavaliers,,• Maurice Williams / Mo Williams,placed on IL with sprained right ankle
2011-02-23,Cavaliers,• Leon Powe,,activated from IL (P)
2011-02-23,Cavaliers,• Manny Harris,,activated from IL
2011-02-23,Clippers,,• Baron Davis,placed on IL with sore left/right (CBC) knee
2011-02-23,Clippers,• Craig Smith,,activated from IL
2011-02-23,Grizzlies,,• Xavier Henry,placed on IL with sprained right knee (out for season)
2011-02-23,Knicks,,• Renaldo Balkman,placed on IL
2011-02-23,Pacers,,• Mike Dunleavy Jr.,placed on IL with broken right thumb
2011-02-23,Pacers,• Lance Stephenson,,activated from IL
2011-02-23,Raptors,,• Joey Dorsey,placed on IL with back spasms
2011-02-23,Spurs,,• Tiago Splitter,placed on IL strained left hamstring
2011-02-23,Spurs,• James Anderson,,activated from IL
2011-02-23,Timberwolves,,• Eddy Curry,placed on IL
2011-02-25,Bobcats,,• Dante Cunningham,placed on IL
2011-02-25,Bobcats,,• Morris Peterson,placed on IL
2011-02-25,Bobcats,,• Sean Marks,placed on IL
2011-02-25,Bobcats,• Sherron Collins,,activated from IL
2011-02-25,Cavaliers,,• Baron Davis,placed on IL with sore right knee
2011-02-25,Cavaliers,,• Luke Harangody,placed on IL
2011-02-25,Cavaliers,,• Semih Erden,placed on IL
2011-02-25,Cavaliers,• Anderson Varejao,,activated from IL
2011-02-25,Clippers,,• Jamario Moon,placed on IL
2011-02-25,Clippers,,• Maurice Williams / Mo Williams,placed on IL
2011-02-25,Hornets,• Emeka Okafor,,activated from IL
2011-02-25,Jazz,,• Ronnie Price,placed on IL with sprained right big toe
2011-02-25,Kings,,• Marquis Daniels,placed on IL with bruised spinal cord (out for season)
2011-02-25,Kings,,• Tyreke Evans,placed on IL with left foot injury
2011-02-25,Knicks,,• Corey Brewer,placed on IL
2011-02-25,Knicks,• Renaldo Balkman,,activated from IL
2011-02-25,Nets,,• Brandan Wright,placed on IL
2011-02-25,Nets,,• Stephen Graham,placed on IL
2011-02-25,Nets,• Damion James,,activated from IL
2011-02-25,Nuggets,,• Kenyon Martin Sr.,placed on IL with flu
2011-02-25,Suns,,• Aaron Brooks,placed on IL
2011-02-25,Suns,• Garret Siler,,activated from IL
2011-02-25,Thunder,,• Kendrick Perkins,placed on IL with strained MCL in left knee
2011-02-25,Thunder,,• Nate Robinson,placed on IL
2011-02-25,Thunder,,• Nazr Mohammed,placed on IL
2011-02-25,Timberwolves,• Jonny Flynn,,activated from IL
2011-02-25,Warriors,,• Troy Murphy,placed on IL
2011-02-25,Warriors,• Jeremy Lin,,activated from IL
2011-02-25,Warriors,• Louis Amundson / Lou Amundson,,activated from IL
2011-02-25,Wizards,,• Al Thornton,placed on IL with sprained left ankle
2011-02-25,Wizards,,• Andray Blatche,placed on IL with hip injury
2011-02-25,Bobcats,• DeSagana Diop,,activated from IL
2011-02-25,Bobcats,• Tyrus Thomas,,activated from IL
2011-02-25,Kings,• Francisco Garcia,,activated from IL
2011-02-25,Warriors,,• Jeff Adrien,placed on IL
2011-02-26,Grizzlies,,• Ishmael Smith / Ish Smith,placed on IL
2011-02-26,Grizzlies,• Hamed Haddadi,,activated from IL
2011-02-26,Jazz,,• Jeremy Evans,placed on IL
2011-02-26,Jazz,• Ronnie Price,,activated from IL
2011-02-26,Rockets,,• DeMarre Carroll,placed on IL
2011-02-26,Rockets,• Terrence Williams,,activated from IL
2011-02-27,Blazers,• Marcus Camby,,activated from IL
2011-02-27,Bobcats,,• DeSagana Diop,placed on IL with ruptured right Achilles tendon (out for season)
2011-02-27,Bobcats,• Dante Cunningham,,activated from IL
2011-02-27,Bobcats,• Joel Przybilla,,activated from IL
2011-02-27,Cavaliers,,• Anderson Varejao,placed on IL with right ankle injury (out for season)
2011-02-27,Cavaliers,• Luke Harangody,,activated from IL
2011-02-27,Heat,,• Jamaal Magloire,placed on IL
2011-02-27,Heat,• Mike Miller,,activated from IL
2011-02-27,Rockets,,• Goran Dragic,placed on IL with flu
2011-02-27,Rockets,• DeMarre Carroll,,activated from IL
2011-02-27,Suns,,• Garret Siler,placed on IL
2011-02-27,Suns,• Aaron Brooks,,activated from IL
2011-02-27,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2011-02-27,Thunder,• Nate Robinson,,activated from IL
2011-02-27,Thunder,• Nazr Mohammed,,activated from IL
2011-02-27,Timberwolves,,• Martell Webster,placed on IL with sore back
2011-02-27,Warriors,,• Charlie Bell,placed on IL
2011-02-27,Warriors,• Jeff Adrien,,activated from IL
2011-02-28,Clippers,,• Willie Warren,placed on IL
2011-02-28,Clippers,• Jamario Moon,,activated from IL
2011-02-28,Clippers,• Maurice Williams / Mo Williams,,activated from IL
2011-02-28,Nets,,• Dan Gadzuric,placed on IL
2011-02-28,Nets,,• Jordan Farmar,placed on IL with sprained left ankle
2011-02-28,Nets,,• Quinton Ross,placed on IL with strained lower back
2011-02-28,Nets,• Brandan Wright,,activated from IL
2011-02-28,Nets,• Stephen Graham,,activated from IL
2011-02-28,Nuggets,,• Danilo Gallinari,placed on IL with fractured left big toe
2011-02-28,Nuggets,• Kenyon Martin Sr.,,activated from IL
2011-02-28,Wizards,,• Cartier Martin,placed on IL
2011-02-28,Wizards,• Andray Blatche,,activated from IL
2011-03-01,Bucks,,• Ersan Ilyasova,placed on IL with concussion
2011-03-01,Pistons,• Richard Hamilton,,activated from IL
2011-03-01,Rockets,• Goran Dragic,,activated from IL
2011-03-01,Spurs,,• (William) Tony Parker,placed on IL with strained left calf muscle
2011-03-01,Spurs,• Tiago Splitter,,activated from IL
2011-03-01,Timberwolves,• Eddy Curry,,activated from IL
2011-03-01,Wizards,• Al Thornton,,activated from IL
2011-03-01,Knicks,,• Derrick Brown,placed on IL
2011-03-02,Clippers,• Eric Gordon,,activated from IL
2011-03-02,Knicks,,• Chauncey Billups,placed on IL with bruised left thigh
2011-03-03,Jazz,,• Ronnie Price,placed on IL with sprained toe
2011-03-03,Jazz,• Jeremy Evans,,activated from IL
2011-03-04,Bobcats,,• Tyrus Thomas,placed on IL with torn meniscus in right knee
2011-03-04,Bucks,,• Andrew Bogut,placed on IL with strained left rib muscle
2011-03-04,Bucks,• Ersan Ilyasova,,activated from IL
2011-03-04,Bulls,,• Rasual Butler,placed on IL
2011-03-04,Cavaliers,,• Antawn Jamison,placed on IL recovering from surgery to repair broken left little finger (out for season)
2011-03-04,Cavaliers,,• Daniel Gibson,placed on IL with quadriceps injury
2011-03-04,Cavaliers,• Baron Davis,,activated from IL
2011-03-04,Cavaliers,• Semih Erden,,activated from IL
2011-03-04,Celtics,,• Delonte West,placed on IL with sprained right ankle
2011-03-04,Grizzlies,• Ishmael Smith / Ish Smith,,activated from IL
2011-03-04,Knicks,,• Ronny Turiaf,placed on IL with sore left knee
2011-03-04,Knicks,• Renaldo Balkman,,activated from IL (P)
2011-03-04,Lakers,,• Devin Ebanks,placed on IL with shin injury (out for season)
2011-03-04,Lakers,• Matt Barnes,,activated from IL
2011-03-04,Nets,,• Ben Uzoh,placed on IL
2011-03-04,Nets,,• Brandan Wright,placed on IL
2011-03-04,Nets,• Dan Gadzuric,,activated from IL
2011-03-04,Nets,• Jordan Farmar,,activated from IL
2011-03-04,Raptors,,• Solomon Alabi,placed on IL
2011-03-04,Raptors,• Joey Dorsey,,activated from IL
2011-03-04,Spurs,,• Chris Quinn,placed on IL
